Country,Year,Quarter,GDP Growth Rate,Economic Development Status,Yield Curve,Government Debt to GDP,Unemployment Rate,Inflation Rate,Foreign Exchange Reserves,Consumer Confidence,Current Account Balance,Banking Sector Stability,Type of Governance,Crisis
Country1,2017,Q4,0.03310335212156325,Underdeveloped,0.3365998194598002,65.26217108177158,11.875590242849515,8.152453454823835,432.2405785467261,94.81321990133708,29.726507580823352,Stable,Monarchy,0
Country1,2018,Q1,0.01100880393371685,Underdeveloped,0.5467508102777193,44.67355266732872,7.026345456992967,9.957172114266127,121.20088035301136,52.72759763436049,-28.837170115197143,Stable,Monarchy,0
Country1,2018,Q2,0.004804812276467877,Underdeveloped,2.0727124506461916,70.98831575512045,14.838963595028186,8.899697284745315,285.56416410625235,120.14367161206555,42.349122384709105,Stable,Monarchy,0
Country1,2018,Q3,0.015203325762381831,Underdeveloped,2.9503141802273407,43.18092707400962,10.764356678193847,9.396259158892473,356.5605974761676,54.165285760049485,-7.173194389092295,Stable,Monarchy,0
Country1,2018,Q4,0.02076978930491812,Underdeveloped,0.7490138766360902,65.36112313718783,16.92965931390178,4.005281697721911,281.2684574816304,132.37719535936702,-26.069749846410218,Stable,Monarchy,0
Country1,2019,Q1,0.015364504851028775,Underdeveloped,1.1573081480158025,24.825657711652944,8.45317969976498,5.658660914987667,43.544589173773495,64.94470827564352,-21.301841458741187,Unstable,Monarchy,0
Country1,2019,Q2,0.030232982818572934,Underdeveloped,2.7230483853095757,57.007902569798034,15.835966702933323,3.7286699013632436,68.97025321326666,139.47203953157583,45.80223581093816,Stable,Monarchy,0
Country1,2019,Q3,0.030119048748460775,Underdeveloped,1.8270012622134408,33.8449362519664,14.382211465905174,7.249019654092848,136.15964925653736,98.34536930692965,26.278873583835335,Stable,Monarchy,0
Country1,2019,Q4,0.01589461891871769,Underdeveloped,2.843798674894571,31.157724852372173,16.285951938645432,3.6556559570673217,225.65950798177664,122.65792234229144,47.99185216675565,Stable,Monarchy,0
Country1,2020,Q1,0.01275423282501208,Underdeveloped,1.82717786760748,87.52907561296935,9.342815392954979,-0.23416625875100516,316.73107052408676,119.26688017582119,16.56917232572161,Unstable,Monarchy,0
Country1,2020,Q2,0.025277219196405184,Underdeveloped,2.533968059723831,59.57118940446901,5.4697162547924565,5.90241298364843,487.6557885041655,74.37541523633413,-0.7133088717842782,Unstable,Monarchy,0
Country1,2020,Q3,0.02461957023421204,Underdeveloped,2.8569878854484085,27.779498742344558,6.979182541851136,2.699227145198776,132.38237959627418,63.08724659828027,48.539458670712904,Stable,Monarchy,0
Country1,2020,Q4,0.022178851870251884,Underdeveloped,1.8895648188586396,60.032024106002766,13.827682451437877,7.480452774332802,51.35145298573648,111.04556759779251,19.480094824868445,Stable,Monarchy,0
Country2,2011,Q1,-0.0008515901456640062,Stagnant,2.9742674871964083,98.0727986544703,14.603379592896273,3.116745523165717,382.83439405301743,100.51273690306094,8.773579027899792,Stable,Democracy,1
Country2,2011,Q2,-0.014238240949886558,Stagnant,1.8883317582144765,63.13267938257705,14.692885789060568,2.8336217649576154,318.6688445377696,87.81688432929604,2.8501528527993116,Stable,Democracy,1
Country2,2011,Q3,0.004009703221359423,Stagnant,1.6070526394001572,40.073336489110744,14.294051403217832,3.84406375578353,171.33609875753785,118.34672786713398,2.95789940880379,Stable,Democracy,0
Country2,2011,Q4,0.0177635755783688,Stagnant,1.3482021077280282,58.025125662408286,6.544165332023939,9.349250418449367,388.6574855085335,118.0484355782465,-49.01130227159651,Unstable,Democracy,0
Country2,2012,Q1,0.0010105597009465216,Stagnant,1.8166832696701627,20.967153959904728,11.615014047417219,-1.1938356881351146,89.92803725043792,108.25300043339678,45.80533291984095,Stable,Democracy,0
Country2,2012,Q2,0.009531055266693754,Stagnant,1.3492086286667293,32.84787897076332,10.491872607751862,4.295818213478867,454.09206607225997,98.15300123945153,24.2537013211613,Stable,Democracy,0
Country2,2012,Q3,0.018234572334253536,Stagnant,1.2144985847659147,49.87168546332259,17.240500140253538,4.814239085306328,416.19206522304194,61.58721270669908,-41.60872800100503,Unstable,Democracy,0
Country2,2012,Q4,-0.013500939438186702,Stagnant,0.15224430200608785,81.11292903803256,10.795555008819427,-0.18350831195127482,185.70398009425222,138.1612092171079,-3.567545058386159,Unstable,Democracy,1
Country2,2013,Q1,0.006967636372373015,Stagnant,2.8765505516193652,75.90388166315083,19.772871097957736,9.023409486612032,180.7537359747817,54.71026011473553,-14.56295035414108,Stable,Democracy,0
Country2,2013,Q2,-0.000557284983880575,Stagnant,1.7878617481391894,83.97904812825924,3.2949500809658563,4.650837289339979,408.84182533482493,83.77281915621177,-44.8813240747143,Unstable,Democracy,1
Country2,2013,Q3,-0.00949088981137747,Stagnant,0.772992155082125,63.56837728657551,18.43402067660921,7.479305002188527,191.89488310053764,116.53797741362098,-33.680000657616276,Stable,Democracy,1
Country2,2013,Q4,0.010785107750495796,Stagnant,2.13074373305783,97.63617972132691,19.490463749753545,4.815240531439941,487.68878663072576,54.32226478234988,-10.708211394691268,Stable,Democracy,0
Country2,2014,Q1,0.009840785295269362,Stagnant,1.2642408892423906,57.51322921892645,14.898010162479215,7.487701951401501,424.0378072479957,69.38529375706304,40.718068740934555,Stable,Democracy,0
Country2,2014,Q2,0.004381420466922969,Stagnant,0.8203443069374583,52.6734544753115,9.9772951629969,8.963377720453725,262.04517205466993,54.42390217665427,44.95706604903346,Stable,Democracy,0
Country2,2014,Q3,0.0016275103584055639,Stagnant,0.6255226026447334,96.67228454177747,5.349360312072128,6.559591677462924,136.68441162630052,134.74448067674456,18.451018789539916,Stable,Democracy,0
Country2,2014,Q4,-0.00442688806379493,Stagnant,0.18141025889303675,29.246202245950634,7.046186468570594,7.990164525571943,193.8021842685898,53.1434554094374,42.326250428113454,Stable,Democracy,1
Country2,2015,Q1,-0.004486199459289542,Stagnant,2.4122881949906536,70.89564927081017,10.382679508151442,5.279490217274438,110.99225252589676,52.780706450393424,26.08336282217104,Stable,Democracy,1
Country2,2015,Q2,0.01255426405388643,Stagnant,1.0162832568604805,92.27653133486916,15.844882292810343,7.511127245809593,49.88672326336951,118.11911514320904,-47.61013232372069,Stable,Democracy,0
Country2,2015,Q3,0.006960162205750598,Stagnant,1.699735582435007,68.96883304992056,14.436319959720858,5.725533262195384,390.2108446981074,100.88429861545606,47.05732584307525,Stable,Democracy,0
Country2,2015,Q4,-0.0015591171263630932,Stagnant,0.4644138159466089,50.902438129953104,16.02342450806499,7.118323810395426,472.79538559644146,145.48665707281768,-40.736184866760105,Stable,Democracy,1
Country2,2016,Q1,-0.009187432102252863,Stagnant,0.8382428228904245,37.40104094631518,13.620152020748524,0.7954625851863479,76.69502564034568,60.438125237541605,22.0075940295677,Stable,Democracy,1
Country2,2016,Q2,0.008554888647783927,Stagnant,2.8681538345711752,89.5554203057704,7.468521116547643,-1.0803171071185917,158.5686264284437,63.25790702460474,31.258866007095776,Stable,Democracy,0
Country2,2016,Q3,0.01120003471311221,Stagnant,0.7181247614617563,59.32374285047388,12.018819652588476,0.5567379469196934,486.3904233120004,148.49375605048976,14.509259309411377,Stable,Democracy,0
Country2,2016,Q4,0.01716326914642133,Stagnant,0.7565722076303377,53.92786838889819,4.973874404234573,0.7350589344826219,49.18769921319094,74.85044470659528,31.314181896770847,Unstable,Democracy,0
Country2,2017,Q1,0.007383275743650362,Stagnant,0.5752816752238028,64.46556490335921,18.221498465764377,7.797282617598073,218.89720626860608,133.6574533384879,48.00056239538439,Stable,Democracy,0
Country2,2017,Q2,0.014063839728773782,Stagnant,0.3913631057608431,70.29216638017124,13.843671402218847,3.032923661767879,244.80442988228174,129.6966495079154,-23.383319610252183,Stable,Democracy,0
Country2,2017,Q3,0.0021371395679530476,Stagnant,1.2075185634518564,55.25469925430219,4.01188423281141,7.231726320854381,481.0185042681382,54.76095990765457,32.999110882814946,Unstable,Democracy,0
Country2,2017,Q4,0.010674892679553478,Stagnant,1.7789620197842015,66.8601546542965,10.785557256668415,7.319062158484504,313.03776130506617,149.89646858032802,5.681405671213291,Stable,Democracy,0
Country2,2018,Q1,-0.00392588955026823,Stagnant,0.6720472640217242,28.372568545336215,15.005751937685153,3.03145432043652,270.4168517891906,121.85382819635403,0.4248388359841613,Stable,Democracy,1
Country2,2018,Q2,0.029039641306213403,Stagnant,1.639093666046101,20.995075816927535,12.063743573228669,6.664815929016374,362.9741544212529,64.0302764627332,-5.802687148936812,Stable,Democracy,0
Country2,2018,Q3,0.015068016504840078,Stagnant,1.1592216873490728,68.96189693733983,4.393417443636259,0.6007464302169239,402.6079518893076,120.66906024035401,37.63847234519186,Unstable,Democracy,0
Country2,2018,Q4,0.004850540990728029,Stagnant,2.183621015129727,82.41430236835528,16.570561621504275,9.624794854185602,284.3164152896359,108.3232791784078,-10.74119007625579,Stable,Democracy,0
Country2,2019,Q1,0.025398114624353197,Stagnant,1.4908098731520352,39.81033457031549,18.32961385049147,4.380304772302548,318.1470865990916,53.67417502130102,28.16099215045665,Stable,Democracy,0
Country2,2019,Q2,0.028120317090110092,Stagnant,0.5908910547160621,97.13473283893853,4.21343051214068,-0.47560674269107883,30.970813319134948,65.58175443686443,-31.83164015413068,Stable,Democracy,0
Country2,2019,Q3,0.0027242752096125937,Stagnant,0.26191882455409166,52.39045174748264,4.947797932503493,1.787696004827918,281.12785078667514,135.6737076424393,32.42837710838977,Unstable,Democracy,0
Country2,2019,Q4,-0.0005938410777964328,Stagnant,1.3652693339973963,47.36227235722577,14.17600282028091,3.1082765114908497,326.2929005246568,146.023232217799,43.944332341381056,Stable,Democracy,1
Country2,2020,Q1,0.008014147573305836,Stagnant,2.68591370049082,82.64298802736866,10.45921663632025,0.8623624044574614,344.42195306517857,114.98556821031983,-29.349908674595817,Stable,Democracy,0
Country2,2020,Q2,0.0135812075641143,Stagnant,2.082460315085007,88.59817523647888,4.096366020961012,-1.0770661184062478,338.8990811597192,122.9626904347786,-33.88464027597904,Stable,Democracy,0
Country2,2020,Q3,0.024935511786898366,Stagnant,0.20177459879199872,47.999553871077396,13.34932343108398,7.927275891040715,315.5969941175432,107.80207951205787,-45.246178890422016,Stable,Democracy,0
Country2,2020,Q4,0.004287892699574051,Stagnant,2.7997352767526347,25.0907885315082,9.089845479077312,9.440125481787504,59.78977390458853,111.65859945839063,14.667384484146424,Stable,Democracy,0
Country3,2011,Q1,0.006821058980054616,Developed,1.365370748991828,65.59501111853238,4.1452500612050365,-1.6643591155131756,453.45728511010765,58.51613650970668,6.218787894703141,Stable,Democracy,0
Country3,2011,Q2,0.008514325478711797,Developed,0.8807793577261865,23.341923612308904,6.414005418238059,-1.5192634870995252,493.32953793993784,95.8066578518974,25.947288161970334,Stable,Democracy,0
Country3,2011,Q3,0.008368695369678126,Developed,0.34175127773693337,29.540475211525088,11.931464486129029,1.618442441672499,354.0474594325383,100.29825937119853,31.525743728643036,Unstable,Democracy,0
Country3,2011,Q4,0.02805059409529606,Developed,2.9389921983629623,88.43417039603845,9.765819876765027,6.196159013990387,459.1323850731191,78.96015460854275,-41.59535129838008,Stable,Democracy,0
Country3,2012,Q1,-0.0010559975866073924,Developed,2.5335890719024166,28.21731882746323,10.379282460638857,8.264402572027125,457.03627076792264,147.43179862965184,-41.51412607584203,Stable,Democracy,1
Country3,2012,Q2,0.02285329359852769,Developed,2.8565857668646046,30.543839265107806,4.0495605151259895,0.5853617999624152,271.90215456095376,110.60896610501288,-23.190476988648435,Stable,Democracy,0
Country3,2012,Q3,-0.00020377797385592346,Developed,1.7985812590898784,34.04712967526973,13.415821341650133,0.0667307441098588,433.5752137855361,116.45914511214897,-1.7163627668851476,Stable,Democracy,1
Country3,2012,Q4,0.015572546078434255,Developed,2.057696269522617,28.9122594741955,6.316347262112334,4.511178499181073,201.7469207103704,90.77649688034649,-24.85569130724802,Unstable,Democracy,0
Country3,2013,Q1,0.010520461341528009,Developed,1.7566140277150124,88.55215542404892,7.0546869964534284,0.70095417140839,357.68118355618896,93.53543467082888,-3.519538646479056,Stable,Democracy,0
Country3,2013,Q2,0.006963631588632336,Developed,2.5896874220437183,56.705137434442534,19.095975836924577,3.208248849900067,195.2078874179155,105.70149616512295,22.162691062814616,Unstable,Democracy,0
Country3,2013,Q3,0.003100853557330866,Developed,1.2455531695640372,52.28276095659956,19.774057624327284,7.565786254317231,294.24608037467505,93.20539932871074,-22.33245079678159,Stable,Democracy,0
Country3,2013,Q4,-7.400763693547578e-05,Developed,1.4031160076787834,88.65357793340321,15.298366853102623,8.356551666614324,458.6523417924975,66.04920796349086,23.130172228146805,Stable,Democracy,1
Country3,2014,Q1,0.007432115181389388,Developed,0.1969511945108526,73.27672137422658,13.584791415742847,4.729259260860128,37.29493609186021,147.8026992072563,-0.25455211121632004,Stable,Democracy,0
Country3,2014,Q2,0.004445207826735324,Developed,2.618250952341049,39.42358166637046,9.614261436920497,4.41178624620541,220.572251823646,129.70889500214292,48.562917300615084,Stable,Democracy,0
Country3,2014,Q3,-0.014488612285424477,Developed,1.3433294368349349,62.57238790674223,8.53529103664087,3.0151544377051183,209.96468629512924,91.28599052038727,-27.080668117694195,Stable,Democracy,1
Country3,2014,Q4,0.018968862348732653,Developed,2.1567096528732135,70.2558285733119,6.617610770335611,2.166054597454968,63.14686027257219,129.8134081737298,-47.20417360943847,Stable,Democracy,0
Country3,2015,Q1,0.014879344773065715,Developed,1.940846463395169,49.29200875394762,8.760911848703202,5.546988104843126,247.25498515858504,118.20831055152989,-39.795560071918544,Stable,Democracy,0
Country3,2015,Q2,0.026723286974507085,Developed,1.7094841826693024,75.73359301288303,14.674474818810571,6.046056648667392,417.40629459372326,128.3060204641792,29.818535091639376,Stable,Democracy,0
Country3,2015,Q3,0.0015769397702123603,Developed,2.5355566293456384,94.69586832479466,6.515190953320198,2.093717499010072,299.2777808812331,82.93037743707578,-9.383304666561102,Unstable,Democracy,0
Country3,2015,Q4,0.007028431748168942,Developed,1.763971599788697,83.60565512745015,9.76124736320558,3.561999826599658,286.79768217702025,111.1445484982817,47.44409776704363,Stable,Democracy,0
Country3,2016,Q1,0.00787673945975592,Developed,1.8896634172915205,25.73657113575111,9.637884576525305,-0.8664860990864187,349.72255382752576,104.5083968728811,31.648940669143713,Stable,Democracy,0
Country3,2016,Q2,0.020231634761491868,Developed,2.112743303725088,55.65831846424032,9.438054079564605,-0.019371537732856492,380.2836045943404,78.23291050716328,46.74942747899547,Stable,Democracy,0
Country3,2016,Q3,0.005340764274585175,Developed,1.4571167211280924,59.96929971009867,11.664331389619045,5.052893598434514,161.57194444026453,59.90400599101973,17.235926125755825,Stable,Democracy,0
Country3,2016,Q4,0.01225159237050432,Developed,1.734909279708401,49.095676608962165,7.520456309947175,6.994687626386941,113.56706490193936,92.53444136251544,-28.697590544815288,Stable,Democracy,0
Country3,2017,Q1,0.02045140037256169,Developed,2.137005445863149,81.19354923486486,12.103461101671867,3.246482932192924,248.76366809628004,131.597021663349,-28.174191335115683,Stable,Democracy,0
Country3,2017,Q2,0.003122354062527746,Developed,1.3119480923267233,78.93399143414644,19.085822391175796,5.2617764336399775,192.40836056327583,114.93870928552408,-25.194533393422468,Stable,Democracy,0
Country3,2017,Q3,0.009786755483571573,Developed,1.9236776322443625,52.28159409299228,19.4065163086121,6.792954241886676,325.9500890739489,127.76608839805515,39.16671569100572,Stable,Democracy,0
Country3,2017,Q4,-0.006301879242517381,Developed,2.1737839017371066,89.01357873157505,6.991641425241861,-0.6740450779282057,277.19687374922773,63.77775067798072,-9.231611268428189,Stable,Democracy,1
Country3,2018,Q1,0.012834351943805056,Developed,1.021514887748535,41.06393454044913,15.642644201667823,2.981407705084326,79.90403463047971,112.80946643396513,31.383077122043602,Stable,Democracy,0
Country3,2018,Q2,0.007379134031989047,Developed,0.1714376070356281,58.81556097467143,10.098673628373884,4.430674579888302,239.06357605995265,116.51688072512268,-40.0951563079396,Stable,Democracy,0
Country3,2018,Q3,0.03719113830701021,Developed,2.92865643554822,36.01620059039873,7.55208111812353,5.300325093229338,202.57041232220448,72.31240281085519,-31.02620523961339,Stable,Democracy,0
Country3,2018,Q4,0.024020361229619053,Developed,2.9399643314819763,95.69847930493634,3.218994265147737,2.045103376804163,384.30196009786476,139.08671413744094,14.836543978980444,Stable,Democracy,0
Country3,2019,Q1,0.01760118580317715,Developed,1.8322745000551346,87.16011054328521,14.06483968528824,7.718968767302119,56.91053747268726,85.89453976421811,-13.170182712236524,Stable,Democracy,0
Country3,2019,Q2,0.02265809274868751,Developed,2.6955462058606994,62.27026441669092,19.132336949789003,-0.2995284670951093,309.43488783854616,64.3097705820265,-4.488706992379612,Stable,Democracy,0
Country3,2019,Q3,0.02048909668450745,Developed,1.93085284715722,92.3896057215015,9.466989320526146,4.906421600918365,438.4767730960596,121.68516932246948,-44.39630347280357,Stable,Democracy,0
Country3,2019,Q4,0.01633783516666082,Developed,0.6924407175861272,35.837135351649465,3.8537338494472917,-1.813232910934778,318.79206264621575,138.52212937047508,-23.41826980933577,Stable,Democracy,0
Country3,2020,Q1,0.0015769366987875393,Developed,0.12804348910232824,46.29410656970287,12.417138264407964,2.4883969038897558,377.33566080856104,56.85050265803486,-15.339122417868147,Stable,Democracy,0
Country3,2020,Q2,0.012190237108126178,Developed,2.5548751890013826,66.91115839720035,13.460794414814037,-0.22993018965022882,75.2279436104189,103.2303641810064,-32.2522719136435,Stable,Democracy,0
Country3,2020,Q3,0.01033482363845392,Developed,2.918307065159615,74.552857527717,5.366097256902064,9.934981549685695,484.74249856244364,88.81913205969994,-18.855160795325652,Stable,Democracy,0
Country3,2020,Q4,0.019061999811616596,Developed,1.8649711826719109,87.01323752164637,12.642543618175587,-0.927161791267002,190.74684216537784,110.44625514788991,18.891748772957783,Stable,Democracy,0
Country4,2011,Q1,0.04563651685281769,Developing,1.6703027073014043,85.39037771721448,10.459335207800486,7.38785308654454,485.6940369650316,123.84406349053721,-9.554375189622654,Stable,Dictatorship,0
Country4,2011,Q2,0.053196946460541183,Developing,0.2913330007751621,85.54529685855738,4.345387245783682,-1.923596799706638,158.41388724537384,109.5088234502114,20.449195503475508,Stable,Dictatorship,0
Country4,2011,Q3,0.027334496366298276,Developing,1.8166435970313484,76.2208553383142,12.919300690097788,-0.39786584804940306,95.42065438515759,142.30555310543468,45.64529547154335,Stable,Dictatorship,0
Country4,2011,Q4,0.045477500632582595,Developing,0.6656279887159813,39.16191528131486,17.988829194550284,4.5743506557106315,10.80134543206952,75.6979776043032,40.874462631214044,Stable,Dictatorship,0
Country4,2012,Q1,0.05916887683761794,Developing,0.30420871814765627,35.308688154317174,12.031312084149988,3.026736841245742,295.8290143813779,51.33347588877345,5.821942872813338,Stable,Dictatorship,0
Country4,2012,Q2,0.04775297555697492,Developing,2.626455951716896,98.31619974902877,5.877115570250567,1.0986323058652867,320.9522987427815,106.40350247270558,-38.06855778786551,Stable,Dictatorship,0
Country4,2012,Q3,0.054433433717857534,Developing,0.8019930781879776,58.97199181404009,10.522710133393105,9.312050923460207,250.85248805638557,127.36056830939138,29.55902579887794,Stable,Dictatorship,0
Country4,2012,Q4,0.04252969978068948,Developing,1.7636315079420304,96.86830261062936,9.953240398291133,6.715333005569914,32.153218077582736,99.10530477716489,-28.166813641527565,Stable,Dictatorship,0
Country4,2013,Q1,0.04300347935989292,Developing,1.9237212313763112,74.94434738721192,9.122137960148818,8.470784057948608,310.4299821734912,81.71619895463266,-40.722418921903895,Stable,Dictatorship,0
Country4,2013,Q2,0.044633346955238504,Developing,1.5484830240073064,59.763290111776925,19.70461944998226,6.785224828928769,140.32978852780977,149.12263928781996,48.146252750729715,Stable,Dictatorship,0
Country4,2013,Q3,0.05922474346095698,Developing,1.9797569096783085,31.98720040262602,12.180853298947042,8.176873925922036,463.03961792206866,68.19589934202975,40.46700889698562,Unstable,Dictatorship,0
Country4,2013,Q4,0.054869493255983906,Developing,2.2693863014192277,99.3810559102123,17.796715795363184,7.007410394351835,96.2209562283499,87.3640002219567,23.65034353829455,Stable,Dictatorship,0
Country4,2014,Q1,0.04752885132096739,Developing,0.7973430550437723,47.88564272435278,12.969480491244747,-0.20525517179656516,192.99198192122256,87.43896127862156,42.08419695590641,Stable,Dictatorship,0
Country4,2014,Q2,0.04836802319219614,Developing,0.11783491375861882,91.80481309618278,13.676705324343873,9.705830525535413,125.28616057726477,145.95442090264197,-6.387280559327856,Unstable,Dictatorship,0
Country4,2014,Q3,0.039213572869246364,Developing,0.4077163503241523,85.93886688971949,10.60383308222081,7.393096167434614,91.85094777020501,89.8572571518653,14.877817321593383,Unstable,Dictatorship,0
Country4,2014,Q4,0.038829766986261435,Developing,1.5038911561132424,95.52329423237487,4.234942401618205,8.441750924799969,405.1159371388956,62.710860867392014,-23.42743930282022,Stable,Dictatorship,0
Country4,2015,Q1,0.04018561812571657,Developing,2.391165138321988,95.8144523039747,7.6423335953433496,4.320440473407103,197.2836848134148,86.88138195361748,-24.886316238180516,Stable,Dictatorship,0
Country4,2015,Q2,0.059297194868857685,Developing,1.7283575268860016,45.64529721590448,4.413266938988694,0.10599070414470635,417.217345702414,53.18178840402887,-46.839052290043405,Stable,Dictatorship,0
Country4,2015,Q3,0.02947655765475293,Developing,1.239659500120398,88.04227659797982,6.417334403742338,8.595447787293823,455.26270772035,94.49885174111645,-17.532485135717067,Stable,Dictatorship,0
Country4,2015,Q4,0.06858471061726391,Developing,2.2786217008639746,97.41345868409525,3.3570594534729814,7.735211522864809,467.08251404349795,101.32598023328659,19.267162929483106,Stable,Dictatorship,0
Country4,2016,Q1,0.03651716258539602,Developing,0.25681925489964436,42.47657930576838,13.780235362344802,4.108938995055331,206.158768888599,138.152235043063,-1.5231178298955683,Stable,Dictatorship,0
Country4,2016,Q2,0.053935703992158766,Developing,2.2689074496527835,64.25598621677442,4.248695182118617,7.676583441116238,39.843052140836576,122.44085681834895,2.8554705858315685,Stable,Dictatorship,0
Country4,2016,Q3,0.028457382267953118,Developing,2.688295410424605,30.49934385870417,10.286184552037444,0.8731841273143415,150.19668645441024,93.92109322929485,-32.94536694397574,Unstable,Dictatorship,0
Country4,2016,Q4,0.027984989406165624,Developing,2.7930331164117406,84.78767764828818,3.733915340648389,-0.9367781138522631,174.04146071781364,144.01896100368572,-14.806785413356927,Stable,Dictatorship,0
